READ_DATE,KWH_EXP,Tavg,RH_avg,RR,ss
2020-02-01,1.3945104271600692,26.7,88.0,0.0,4.1
2020-02-02,1.1859415719145276,26.7,84.0,12.5,7.1
2020-02-03,1.3998229131574382,26.9,78.0,0.0,6.0
2020-02-04,1.4602488550014685,27.9,75.0,0.0,10.4
2020-02-05,1.5111253405752156,27.2,76.0,0.0,10.7
2020-02-06,1.4965086666523142,27.7,82.0,0.0,11.1
2020-02-07,1.3903947562380334,27.8,84.0,0.0,10.4
2020-02-08,1.3237613676937106,27.0,89.0,56.2,3.1
2020-02-09,1.3942868319899069,26.6,86.0,0.0,4.7
2020-02-10,1.4229950570254637,26.9,86.0,2.1,0.0
2020-02-11,1.311204974988517,26.0,90.0,2.6,7.8
2020-02-12,1.5021056535807933,26.8,86.0,8.7,4.1
2020-02-13,1.146080628854017,26.5,88.0,0.0,10.1
2020-02-14,1.46928385865482,27.0,86.0,6.4,7.4
2020-02-15,1.4734192733748246,27.4,83.0,0.0,7.1
2020-02-16,1.3789466592888755,27.3,84.0,0.5,7.9
2020-02-17,1.2386225739729155,26.6,87.0,0.8,9.1
2020-02-18,1.5299248545486028,26.9,86.0,1.1,5.8
2020-02-19,1.42740746285363,26.5,87.0,0.0,7.9
2020-02-20,1.4015591626209722,26.4,92.0,17.6,5.8
2020-02-21,1.1783190408741055,26.7,91.0,27.5,0.0
2020-02-22,1.1617714194341178,27.0,90.0,2.8,4.0
2020-02-23,1.2810590911237063,26.9,88.0,14.1,5.7
2020-02-24,1.3568118433181775,27.2,85.0,8.8,10.4
2020-02-25,1.4362996132973471,27.4,86.0,3.5,10.4
2020-02-26,1.5844503487021218,27.5,88.0,0.1,10.4
2020-02-27,1.5062432374455506,27.3,88.0,0.0,8.1
2020-02-28,1.4991452667956813,27.4,86.0,0.8,8.7
2020-02-29,1.445323873299207,27.3,91.0,18.6,9.8
2020-03-01,1.5479785361593976,27.2,92.0,33.0,4.0
2020-03-02,1.583045670284035,27.2,87.0,5.0,1.6
2020-03-03,1.4558489088628015,27.0,89.0,6.4,5.2
2020-03-04,1.4386276708927437,26.6,90.0,8.4,8.5
2020-03-05,1.4286693791990224,26.3,88.0,20.6,1.5
2020-03-06,1.3846631475847462,26.1,90.0,58.0,6.4
2020-03-07,1.4430184458121185,26.2,91.0,4.8,0.6
2020-03-08,1.3055500342480488,26.3,88.0,3.0,2.1
2020-03-09,1.1790673058750385,26.5,87.0,1.9,4.1
2020-03-10,1.251562538739008,27.9,84.0,14.15,5.5
2020-03-11,1.294886766895477,27.6,88.0,26.4,6.7
2020-03-12,1.2684201417928835,27.2,86.0,0.0,6.2
2020-03-13,1.3377518982441006,26.2,89.0,0.3,5.9
2020-03-14,1.4135267166143526,26.7,85.0,11.2,3.4
2020-03-15,1.35423156548665,27.6,82.0,1.5,2.8
2020-03-16,1.3583656670312836,26.6,84.0,0.0,10.1
2020-03-17,1.3318186054321564,27.1,83.0,34.8,5.8
2020-03-18,1.3177018875199458,27.4,80.0,0.0,7.2
2020-03-19,1.30437109162107,28.2,79.0,6.1,10.7
2020-03-20,1.3234710414028066,27.8,77.0,0.0,11.4
2020-03-21,1.271074889875015,27.8,79.0,0.0,9.9
2020-03-22,1.3947713637332668,27.2,86.0,39.2,10.2
2020-03-23,1.2827353636433216,26.5,86.0,0.3,7.7
2020-03-24,1.410586872773918,27.7,83.0,27.2,7.1
2020-03-25,1.3804208280133734,27.9,80.0,8.4,9.7
2020-03-26,1.3609779389969676,27.7,83.0,0.0,9.8
2020-03-27,1.3767175064473631,27.5,84.0,0.0,8.5
2020-03-28,1.5984952660678031,28.0,78.0,1.0,3.2
2020-03-29,1.505860377388207,28.2,84.0,0.0,6.9
2020-03-30,1.5103957654976898,27.6,84.0,3.0,7.6
2020-03-31,1.4996130592473376,28.3,81.0,4.0,10.7
2020-04-01,1.5778641505470798,28.0,83.0,2.0,10.5
2020-04-02,1.500013587938955,28.3,80.0,0.0,9.8
2020-04-03,1.7460683683396026,28.5,83.0,0.6,10.6
2020-04-04,1.6154145094938868,27.5,88.0,0.7,10.8
2020-04-05,1.5340784814546222,27.2,87.0,2.1,9.2
2020-04-06,1.5655107990843276,27.3,84.0,1.05,2.6
2020-04-07,1.4958090279200569,27.0,84.0,0.0,8.2
2020-04-08,1.6023222888202389,26.9,86.0,0.75,7.6
2020-04-09,1.599253415723087,27.2,82.0,1.5,5.3
2020-04-10,1.5268154361855946,26.9,84.0,0.0,9.5
2020-04-11,1.4795559134784828,26.1,85.0,2.7,8.3
2020-04-12,1.3112316558669612,26.4,80.0,3.4,5.0
2020-04-13,1.3743910783522644,27.2,80.0,0.0,5.0
2020-04-14,1.4454494243131255,27.2,86.0,0.7,10.1
2020-04-15,1.6561092958223298,27.4,84.0,1.3,8.3
2020-04-16,1.5821058059679771,28.5,78.0,0.0,8.6
2020-04-17,1.6470632047900866,27.8,84.0,0.0,5.5
2020-04-18,1.6253913900457848,27.7,83.0,0.0,8.7
2020-04-19,1.675351179898538,27.2,84.0,0.0,9.8
2020-04-20,1.6683831063223324,27.7,83.0,12.4,8.2
2020-04-21,1.4733905257796795,28.4,74.0,0.0,10.4
2020-04-22,1.4983705844892112,28.8,76.0,0.0,10.7
2020-04-23,1.4126942492204444,28.3,72.0,0.0,10.6
2020-04-24,1.5305814211599396,28.4,72.0,0.0,10.8
2020-04-25,1.4971196893156822,28.6,73.0,0.0,10.4
2020-04-26,1.532572370028339,28.5,74.0,0.0,7.0
2020-04-27,1.4734514793213214,27.9,74.0,0.0,7.8
2020-04-28,1.4256201828039687,28.0,74.0,0.0,9.8
2020-04-29,1.437729969441353,27.5,74.0,0.0,9.3
2020-04-30,1.4432515662039789,28.0,64.0,0.0,8.9
2020-05-01,1.5011625737093697,27.6,75.0,0.0,10.0
2020-05-02,1.5006362778827007,28.4,72.0,0.2,7.0
2020-05-03,1.448200433667444,28.2,73.0,0.0,9.5
2020-05-04,1.5114639076238712,28.4,75.0,0.0,10.8
2020-05-05,1.7508242154775573,29.1,72.0,0.0,9.1
2020-05-06,3.2664875714256447,28.9,70.0,0.0,8.7
2020-05-07,4.552534783491069,29.3,74.0,0.0,10.5
2020-05-08,5.106348173647992,29.3,73.0,0.0,8.4
2020-05-09,10.186978559754104,28.2,67.0,0.0,9.2
2020-05-10,13.048237548262884,27.5,72.0,0.0,10.7
2020-05-11,12.690637696151056,27.6,72.0,0.0,10.6
2020-05-12,15.291632068757286,28.3,68.0,0.0,9.7
2020-05-13,7.137406243176727,28.6,68.0,0.0,10.7
2020-05-14,3.729545034555695,28.0,71.0,0.0,10.4
2020-05-15,9.26507636693629,28.1,71.0,0.0,10.6
2020-05-16,8.021479013853826,28.7,72.0,0.0,9.4
2020-05-17,6.653122607107794,28.8,74.0,0.0,8.9
2020-05-18,7.283145198627118,29.2,74.0,0.0,9.1
2020-05-19,7.500143535730026,27.3,87.0,0.4,8.9
2020-05-20,8.239402004426784,26.7,86.0,0.8,0.4
2020-05-21,9.083914849265158,27.4,81.0,1.2,0.2
2020-05-22,9.419688663339498,27.0,85.0,3.0,7.5
2020-05-23,10.214471319077097,26.6,89.0,1.2,4.6
2020-05-24,8.271252227655243,27.5,86.0,15.0,5.4
2020-05-25,9.468800147350787,27.5,87.0,0.5,8.5
2020-05-26,14.935737725537392,28.1,84.0,0.0,5.9
2020-05-27,14.89914991299436,27.6,86.0,8.4,8.9
2020-05-28,15.03125913963862,28.0,82.0,0.0,7.5
2020-05-29,10.720656569263731,27.4,86.0,35.5,8.1
2020-05-30,14.2142894947987,28.2,82.0,31.9,7.8
2020-05-31,10.578338477918685,28.2,78.0,0.0,9.1
2020-06-01,14.959813992734324,27.6,75.0,0.0,10.5
2020-06-02,15.6695629324403,27.6,74.0,0.0,10.7
2020-06-03,13.325155416541923,27.4,71.0,0.0,10.2
2020-06-04,11.011234590128874,26.7,75.0,0.0,10.7
2020-06-05,9.644061137417957,27.1,72.0,0.0,10.8
2020-06-06,11.009310413762435,26.9,76.0,0.0,10.8
2020-06-07,11.317485083899747,26.2,79.0,0.0,8.6
2020-06-08,10.588543563842046,27.0,74.0,0.0,7.8
2020-06-09,10.55502720250695,26.5,74.0,0.0,11.1
2020-06-10,10.855183629159788,26.1,78.0,0.0,9.9
2020-06-11,11.754315925453517,26.5,79.0,0.0,10.3
2020-06-12,11.2510813295969,27.1,78.0,0.0,10.8
2020-06-13,11.77622165032506,28.0,77.0,0.0,10.2
2020-06-14,10.588560374126406,28.0,80.0,0.0,6.6
2020-06-15,10.557109702759552,28.3,71.0,0.0,4.4
2020-06-16,11.341866000920517,27.2,74.0,0.0,10.9
2020-06-17,11.56284871970552,28.0,69.0,0.0,10.3
2020-06-18,11.190322599182538,27.9,69.0,0.0,10.2
2020-06-19,11.04093838030444,27.8,70.0,0.0,10.6
2020-06-20,11.181938299461397,27.4,70.0,0.0,10.1
2020-06-21,10.412560686532798,27.8,68.0,0.0,8.7
2020-06-22,10.348478126685828,27.4,72.0,0.0,6.9
2020-06-23,10.827914912260509,27.1,67.0,0.0,10.9
2020-06-24,11.14799601078106,27.9,62.0,0.0,10.8
2020-06-25,11.097323336756332,26.5,71.0,0.0,10.6
2020-06-26,11.18566394505618,27.0,71.0,0.0,9.9
2020-06-27,11.813480372004864,26.3,77.0,0.0,9.5
2020-06-28,13.082491048921028,27.0,74.0,0.6,6.4
2020-06-29,12.809160952380898,26.5,68.0,0.0,9.8
2020-06-30,13.4469620817271,26.9,71.0,0.0,6.5
2020-07-01,12.971442464872654,26.3,74.0,0.0,10.0
2020-07-02,13.05270978857464,26.6,70.0,0.0,10.7
2020-07-03,13.345812080326702,26.4,69.0,0.0,10.9
2020-07-04,14.464320808901066,27.3,70.0,0.0,10.6
2020-07-05,15.95317315582682,27.0,73.0,0.0,9.2
2020-07-06,14.862645098649084,27.4,70.0,0.3,5.8
2020-07-07,14.56695361519624,27.1,71.0,0.0,2.3
2020-07-08,14.372569503261998,27.2,69.0,0.0,10.7
2020-07-09,13.894318745700042,27.3,72.0,0.0,10.8
2020-07-10,14.783205667198644,26.7,68.0,0.0,10.7
2020-07-11,17.263441746683558,26.7,73.0,0.0,8.8
2020-07-12,14.282855474272903,27.0,70.0,0.0,8.5
2020-07-13,14.358506226676113,27.0,72.0,0.0,10.1
2020-07-14,13.385477899804949,27.5,68.0,0.0,9.1
2020-07-15,13.348786266192429,27.1,63.0,0.0,8.1
2020-07-16,14.87573676454008,26.3,70.0,0.0,10.7
2020-07-17,16.61523980098537,26.5,74.0,0.0,10.5
2020-07-18,14.652002661928526,27.6,72.0,0.0,8.9
2020-07-19,15.373443493390978,27.3,75.0,0.0,8.4
2020-07-20,13.680162463309973,27.8,74.0,0.0,7.7
2020-07-21,13.928769019026292,26.8,73.0,0.0,9.6
2020-07-22,14.33188820450288,27.1,70.0,0.0,10.8
2020-07-23,17.740804423677286,26.5,70.0,0.0,9.7
2020-07-24,15.849486298558714,25.8,66.0,0.0,10.8
2020-07-25,17.16968997215526,27.39264264264264,10.7,0.0,10.75
2020-07-26,17.359546578328906,25.6,68.0,0.0,10.7
2020-07-27,15.84415336083142,26.1,68.0,0.0,9.5
2020-07-28,18.5657406045454,25.7,70.0,0.0,10.6
2020-07-29,21.46297528695068,25.2,68.0,0.0,10.5
2020-07-30,24.65483503134247,26.1,68.0,0.0,10.5
2020-07-31,22.13253422005349,26.2,69.0,0.0,10.7
2020-08-01,22.321024755943967,25.7,70.0,0.0,10.7
2020-08-02,24.86050323414427,25.1,71.0,0.0,10.7
2020-08-03,22.376926388820547,25.6,75.0,0.0,10.6
2020-08-04,21.35849286385894,26.5,75.0,0.0,9.8
2020-08-05,22.05521355370428,26.2,73.0,0.0,9.6
2020-08-06,20.27209176812661,26.6,70.0,0.0,8.0
2020-08-07,23.38619535941878,25.3,76.0,0.0,9.2
2020-08-08,22.29116990695866,25.6,78.0,0.0,7.2
2020-08-09,20.991979796177887,26.6,76.0,0.0,10.5
2020-08-10,21.35453442658591,27.0,78.0,0.0,10.4
2020-08-11,20.901586293296912,27.5,77.0,0.0,9.7
2020-08-12,20.213377350479508,28.3,77.0,0.0,10.4
2020-08-13,21.36734774100316,27.9,72.0,0.9,10.3
2020-08-14,24.54614288933749,26.9,77.0,0.0,5.1
2020-08-15,23.724747730008584,27.3,78.0,0.0,8.1
2020-08-16,23.420590432406232,27.0,70.0,0.0,10.6
2020-08-17,24.01307522397724,27.6,70.0,0.0,10.2
2020-08-18,18.121160949240885,27.6,65.0,0.0,10.5
2020-08-19,19.054022171366206,27.0,68.0,0.0,10.2
2020-08-20,18.941219100323064,27.1,68.0,0.0,9.7
2020-08-21,18.573980809227287,27.3,68.0,0.0,10.2
2020-08-22,17.918657568305218,27.6,64.0,0.0,10.6
2020-08-23,18.214945542654565,27.3,66.0,0.0,10.5
2020-08-24,17.01090484885569,27.0,74.0,0.0,10.9
2020-08-25,17.372928319533724,27.6,70.0,0.0,10.6
2020-08-26,18.798444914476185,27.5,60.0,0.0,10.9
2020-08-27,17.688059514015237,27.3,66.0,0.0,10.2
2020-08-28,18.09414138105767,27.4,70.0,0.0,10.6
2020-08-29,18.85693323279301,27.9,58.0,0.0,10.5
2020-08-30,19.20979805800606,27.6,57.0,0.0,9.5
2020-08-31,17.757428695022806,27.9,62.0,0.0,10.6
2020-09-01,15.29676962848143,28.5,72.0,0.0,10.2
2020-09-02,12.728091982580125,28.7,69.0,0.0,9.8
2020-09-03,15.70713860669802,28.8,69.0,0.0,9.0
2020-09-04,15.122520791026751,29.8,57.0,0.0,10.1
2020-09-05,14.506233314405565,28.1,71.0,0.0,10.9
2020-09-06,13.595289730483728,28.5,70.0,0.0,10.6
2020-09-07,10.89532537026898,28.8,61.0,0.0,9.8
2020-09-08,11.49259443151672,28.2,71.0,0.0,10.8
2020-09-09,11.7319074240314,27.7,71.0,0.0,10.3
2020-09-10,11.407637074986209,28.1,66.0,0.0,10.5
2020-09-11,11.16166682497556,28.9,60.0,0.0,10.9
2020-09-12,11.286836025678497,28.1,68.0,0.0,10.7
2020-09-13,11.800094360949878,28.4,55.0,0.0,10.6
2020-09-14,9.736783485098908,27.3,65.0,0.0,10.6
2020-09-15,5.529216086162162,27.9,64.0,0.0,9.0
2020-09-16,2.688036777817965,27.8,72.0,0.0,8.8
2020-09-17,1.5299634126825463,28.0,70.0,0.0,8.4
2020-09-18,1.4677755473098175,28.8,69.0,0.0,10.0
2020-09-19,1.5527793190354924,28.6,72.0,0.0,10.0
2020-09-20,1.531427476999652,29.2,72.0,0.0,10.5
2020-09-21,1.601710055937982,29.7,68.0,0.0,10.0
2020-09-22,1.561818825218564,30.0,59.0,0.0,6.8
2020-09-23,1.5935623969503083,29.6,63.0,0.0,10.7
2020-09-24,1.4727313346421331,28.4,73.0,0.0,10.8
2020-09-25,1.4786607348776384,29.6,66.0,0.0,10.1
2020-09-26,1.4540604322505477,29.6,66.0,0.0,10.6
2020-09-27,1.5215312630326492,30.3,62.0,0.0,10.3
2020-09-28,1.507662624977514,29.9,62.0,0.0,10.5
2020-09-29,1.5942486360471495,29.7,64.0,0.0,10.9
2020-09-30,1.5190611931231537,29.2,69.0,0.0,9.3
2020-10-01,1.4939877698272932,29.9,62.0,0.0,9.3
2020-10-02,1.7848354035560448,29.5,66.0,0.0,9.4
2020-10-03,1.6766509073998328,27.7,78.0,0.0,10.9
2020-10-04,1.7690004468077591,29.3,69.0,0.0,10.8
2020-10-05,2.113707672278696,29.6,62.0,0.0,10.1
2020-10-06,1.703748698712223,28.9,66.0,0.0,9.1
2020-10-07,1.5015425087630747,28.2,68.0,0.0,7.6
2020-10-08,1.5475366247707216,29.2,67.0,0.0,8.5
2020-10-09,1.7498430471135078,29.7,68.0,0.0,6.5
2020-10-10,1.7259529258156343,29.2,75.0,0.5,7.4
2020-10-11,1.371022070479432,26.7,84.0,1.0,3.5
2020-10-12,1.3968360375524116,28.8,72.0,23.7,7.7
2020-10-13,1.346280419583865,29.3,68.0,0.0,11.4
2020-10-14,1.3933683328477189,28.7,73.0,0.0,11.1
2020-10-15,3.761676125014149,29.8,71.0,0.0,10.7
2020-10-16,3.827991719801316,29.0,71.0,0.0,10.6
2020-10-17,4.960874496933631,28.1,74.0,0.0,10.9
2020-10-18,4.931261661767768,29.0,71.0,0.0,10.7
2020-10-19,5.426227364696364,29.8,68.0,0.0,10.2
2020-10-20,3.4516037122172256,28.5,72.0,3.2,10.1
2020-10-21,1.525700695444871,27.7,80.0,0.0,11.6
2020-10-22,2.162709002424404,28.1,76.0,0.0,7.2
2020-10-23,1.860619851890079,28.2,77.0,0.0,8.2
2020-10-24,1.5116443783266051,29.4,75.0,0.0,9.7
2020-10-25,1.6583159898552255,28.9,77.0,0.0,10.5
2020-10-26,2.7676460514320773,27.9,80.0,0.0,10.2
2020-10-27,4.028653034431799,26.5,80.0,10.9,7.3
2020-10-28,5.317921131805545,28.5,77.0,21.8,8.5
2020-10-29,4.806126637990555,27.5,82.0,0.0,8.4
2020-10-30,6.229971289364396,27.9,83.0,45.1,8.8
2020-10-31,5.516604957678928,28.4,74.0,22.85,9.2
2020-11-01,3.0250881688623834,28.1,77.0,0.6,2.9
2020-11-02,2.0764245482813437,28.7,78.0,0.0,7.9
2020-11-03,2.061700141819857,28.7,72.0,0.0,9.5
2020-11-04,2.0038164748870377,29.1,74.0,0.0,9.0
2020-11-05,2.001521617420476,28.7,77.0,0.0,8.6
2020-11-06,2.3057815889943574,28.4,77.0,0.0,9.8
2020-11-07,2.486813663337911,28.6,78.0,0.0,11.1
2020-11-08,3.379417617955248,29.4,68.0,0.0,11.1
2020-11-09,3.845481085937384,29.5,74.0,0.0,11.3
2020-11-10,3.2654179137292605,29.2,74.0,0.0,10.4
2020-11-11,2.8883340562054145,29.5,74.0,0.0,8.2
2020-11-12,3.3123482908015505,29.9,72.0,0.0,9.9
2020-11-13,4.387664258813743,29.2,78.0,0.0,10.7
2020-11-14,6.291752218245624,29.9,71.0,0.0,10.2
2020-11-15,6.558302103569013,29.3,75.0,2.5,9.1
2020-11-16,5.92052018759582,30.4,68.0,0.0,9.0
2020-11-17,6.698513004681998,30.8,67.0,0.0,11.8
2020-11-18,6.583389113405303,30.0,71.0,0.0,8.7
2020-11-19,6.6610197492100935,29.2,77.0,2.0,10.5
2020-11-20,6.983388313631092,28.5,81.0,12.5,9.6
2020-11-21,7.235163758533017,29.7,75.0,14.0,7.3
2020-11-22,7.631287450684188,28.3,82.0,3.3,10.5
2020-11-23,7.695111644196718,27.6,85.0,9.7,7.2
2020-11-24,8.449967426497189,27.3,84.0,4.4,6.1
2020-11-25,10.294793231008727,26.9,84.0,2.2,6.4
2020-11-26,10.22236369254238,27.2,82.0,0.1,6.2
2020-11-27,10.07036700750115,26.8,87.0,18.5,4.8
2020-11-28,9.717769432987362,28.2,81.0,4.6,4.5
2020-11-29,10.906769179469936,27.3,86.0,1.0,9.2
2020-11-30,10.188548549105882,27.1,84.0,0.0,6.8
2020-12-01,10.23035930931136,26.9,87.0,0.0,4.4
2020-12-02,9.789150801383354,26.6,87.0,1.8,0.2
2020-12-03,10.61581937874537,27.7,82.0,1.0,3.5
2020-12-04,9.883445410881157,25.3,92.0,0.0,3.8
2020-12-05,9.900384617507529,27.1,85.0,32.5,3.4
2020-12-06,9.662190355267136,26.9,89.0,25.8,5.4
2020-12-07,8.806737894175239,26.8,89.0,5.2,0.1
2020-12-08,9.606584733714309,28.6,84.0,5.7,3.0
2020-12-09,10.018835207997345,26.1,96.0,16.5,4.4
2020-12-10,9.732409115481415,26.6,92.0,68.9,1.3
2020-12-11,9.561920826386404,27.4,90.0,14.7,0.4
2020-12-12,9.483085360793496,25.2,96.0,37.2,3.9
2020-12-13,8.329132513648661,25.7,94.0,35.5,0.4
2020-12-14,10.207179218017302,25.4,90.0,1.0,0.7
2020-12-15,10.433137139904494,25.6,89.0,4.5,5.1
2020-12-16,11.241421118452813,26.1,88.0,1.5,2.5
2020-12-17,10.774164570775875,27.0,84.0,2.0,4.3
2020-12-18,11.257061418502492,27.6,83.0,1.0,6.4
2020-12-19,11.882451510839994,26.3,88.0,0.0,7.5
2020-12-20,11.79653408512354,26.0,89.0,7.6,6.6
2020-12-21,12.159820012797349,28.6,79.0,4.4,4.8
2020-12-22,12.187897428496727,28.0,79.0,0.0,10.4
2020-12-23,12.017222315484126,26.5,86.0,0.0,1.7
2020-12-24,11.983156346976282,26.7,82.0,6.4,7.7
2020-12-25,10.626986844659296,27.3,82.0,0.0,10.0
2020-12-26,12.171313320020955,27.1,78.0,0.0,10.5
2020-12-27,12.239165500177355,27.0,86.0,0.0,9.4
2020-12-28,12.237057985983457,26.9,86.0,3.0,7.3
2020-12-29,12.982203472551175,27.1,82.0,8.5,6.9
2020-12-30,13.228077827813143,26.4,88.0,0.0,8.6
2020-12-31,13.185615010405618,27.0,81.0,9.8,4.3
2021-01-01,13.315265279885834,27.1,83.0,0.0,5.7
2021-01-02,13.261215532264712,27.0,84.0,0.0,3.9
2021-01-03,13.814873690028518,27.6,80.0,0.0,6.4
2021-01-04,13.75093688801671,27.3,83.0,0.0,7.8
2021-01-05,14.170874502128624,26.9,86.0,0.0,7.8
2021-01-06,14.331316096018654,26.1,94.0,38.3,5.3
2021-01-07,14.973090060310392,26.1,90.0,10.7,3.2
2021-01-08,15.757481295592935,26.0,94.0,4.7,1.7
2021-01-09,14.59693906748481,26.5,88.0,14.9,2.4
2021-01-10,13.851356636466404,27.3,87.0,0.0,5.1
2021-01-11,14.515876134936956,27.4,84.0,0.0,7.7
2021-01-12,12.07908962857593,27.6,84.0,0.0,8.6
2021-01-13,8.36313951748918,27.5,85.0,0.0,6.5
2021-01-14,6.921652148816615,27.9,82.0,0.2,8.4
2021-01-15,7.32808636943701,27.4,80.0,0.35,8.2
2021-01-16,7.822609131709207,26.1,86.0,0.5,2.1
2021-01-17,8.748838936791666,26.4,87.0,1.2,4.9
2021-01-18,7.934473647950299,26.0,92.0,20.4,4.7
2021-01-19,7.608458356519908,26.2,89.0,19.1,1.2
2021-01-20,5.596808781059548,27.0,82.0,9.55,1.6
2021-01-21,4.766629641184276,27.1,86.0,0.0,2.1
2021-01-22,4.581434676194548,26.4,88.0,0.0,8.2
2021-01-23,4.8424317466045705,26.1,92.0,31.0,6.0
2021-01-24,4.587325794890111,25.8,90.0,7.2,5.0
2021-01-25,4.782441417022162,25.0,94.0,32.2,4.3
2021-01-26,4.723054853420242,26.3,88.0,4.6,0.6
2021-01-27,4.839068518418222,26.1,89.0,1.2,4.6
2021-01-28,3.7558969137236606,25.9,92.0,6.7,5.7
2021-01-29,1.330892086870692,26.8,89.0,16.3,0.0
2021-01-30,1.2379332395711222,25.8,91.0,18.5,0.0
2021-01-31,1.2149547083701406,25.9,90.0,7.0,0.0
2021-02-01,1.350613791374866,26.2,91.0,0.5,3.6
2021-02-02,1.2792143131374007,26.4,91.0,34.2,3.7
2021-02-03,1.1587831481116802,26.2,93.0,17.0,2.8
2021-02-04,1.1101905724514507,26.3,88.0,61.2,0.0
2021-02-05,1.087057018965957,26.7,89.0,55.6,3.5
2021-02-06,1.087967875097039,25.9,94.0,59.2,2.5
2021-02-07,1.2249086776317804,26.6,90.0,4.4,2.4
2021-02-08,1.3834885885325627,26.2,92.0,5.0,9.6
2021-02-09,1.1532349631920031,26.9,90.0,2.5,5.8
2021-02-10,1.1475977035644662,27.1,89.0,0.0,6.9
2021-02-11,1.1563660630107842,26.7,89.0,1.5,1.8
2021-02-12,1.3246670374035738,27.2,89.0,0.7,6.5
2021-02-13,1.1687245160700177,26.9,84.0,0.5,8.7
2021-02-14,1.154234666890133,27.1,83.0,0.25,8.1
2021-02-15,1.0779507951923115,26.6,85.0,0.0,10.6
2021-02-16,1.107447880188332,26.7,85.0,0.0,9.0
2021-02-17,0.9943665167849528,26.9,88.0,0.0,10.4
2021-02-18,1.102799190406635,26.8,88.0,0.15,8.3
2021-02-19,1.0782277345342657,27.2,85.0,0.3,7.0
2021-02-20,1.18518779729007,25.7,92.0,58.5,8.6
2021-02-21,1.055874460468325,25.0,95.0,20.1,3.7
2021-02-22,1.1174616558201034,26.4,88.0,12.8,2.8
2021-02-23,0.9827067571511344,26.1,88.0,3.3,2.0
2021-02-24,1.068741673292556,25.7,94.0,25.5,8.2
2021-02-25,1.0522978068762334,26.3,95.0,43.7,0.0
2021-02-26,1.1629323959853186,24.9,94.0,30.25,1.2
2021-02-27,1.062482062203478,26.3,89.0,16.8,3.4
2021-02-28,1.034216507614068,26.3,82.0,0.2,1.6
2021-03-01,1.0525395655934875,26.1,83.0,0.0,3.5
